symbol,company_name,year,revenue,net_profit,operating_cash_flow,accounts_receivable,inventory,total_assets,total_liabilities,gross_profit,short_term_borrowing,_operating_cost
603501,韦尔股份,2012,1005644824.39,86299130.19,-27591329.76,289911749.99,164944192.0,624463813.91,364765715.47,188895684.75,164813333.38,816749139.64
603501,韦尔股份,2013,1141460350.81,127321099.45,44744752.06,331658703.56,162134899.92,780575153.94,430699862.41,282405141.6099999,271074336.04,859055209.2
603501,韦尔股份,2014,1407671632.94,97972041.23,19916590.16,408399807.04,239330553.24,1148120763.55,628471319.97,268169902.8700001,346366110.44,1139501730.07
603501,韦尔股份,2015,1983271234.11,115369792.17,-46791551.35,579834869.89,279180462.7,1468146132.23,816007248.7,381981724.0,482934847.84,1601289510.11
603501,韦尔股份,2016,2160769529.87,141690919.38,70116453.25,664093511.65,327845682.69,1645671860.48,836771485.48,434678364.52,554451419.6,1726091165.35
603501,韦尔股份,2017,2405916266.81,137156318.0,-271954275.88,818117205.58,548091280.34,2824908203.63,1634267325.65,494063479.8999999,489384646.67,1911852786.91
603501,韦尔股份,2018,9701902368.56,144991902.55,790006614.66,1483043120.74,3815327643.91,15589356096.62,7715630745.52,2355136484.129999,1599704838.08,7346765884.43
603501,韦尔股份,2019,13631670629.57,465632238.67,805335234.79,2539895677.47,4366449569.25,17476223432.68,9520846719.87,3733962573.64,1654183276.49,9897708055.93
603501,韦尔股份,2020,19823965431.66,2706109337.61,3344594067.54,2526000314.56,5273716420.14,22647992328.94,11122941877.84,5929767339.01,2511395261.61,13894198092.65
603501,韦尔股份,2021,24103509570.58,4476187473.66,2192411060.29,2878259522.52,8781347361.16,32079927549.91,15775552804.72,8313916376.590002,2386664351.51,15789593193.99
603501,韦尔股份,2022,20078179456.15,990308727.22,-1993297788.47,2501906103.78,12356297263.39,35191024382.67,17089931593.5,6174859330.610001,3632355345.64,13903320125.54
603501,韦尔股份,2023,21020641622.86,555623916.73,7536687722.22,4031470989.6,6321611109.99,37743164482.5,16248476852.13,4574243811.6,2671449803.11,16446397811.26
603501,韦尔股份,2024,25730639138.12,3323242749.9,4771871581.03,3963932711.09,6956198221.34,38964573303.84,14762183202.89,7576236617.25,1085629854.18,18154402520.87
603501,韦尔股份,2025,28854805517.49,4045416530.33,4119514939.45,3943876335.94,8598421264.33,43600508995.65,15446649874.69,8839632140.140003,2078985512.66,20015173377.35
