symbol,company_name,year,revenue,net_profit,operating_cash_flow,accounts_receivable,inventory,total_assets,total_liabilities,gross_profit,short_term_borrowing,_operating_cost
600585,海螺水泥,1999,1074825583.0,58588351.0,253688173.0,168120960.0,170780628.0,4330278674.0,2056575028.0,381595905.0,657250000.0,693229678.0
600585,海螺水泥,2000,1237737448.0,113771865.0,472214886.0,76432844.0,155929764.0,4440002690.0,2008400150.0,467631282.0,499740000.0,770106166.0
600585,海螺水泥,2001,2058348827.0,202725978.0,735980425.0,62151017.0,211499460.0,6068021182.0,3037783477.0,751435364.0,1027420000.0,1306913463.0
600585,海螺水泥,2002,2999775744.0,263758426.0,908136931.0,65815076.0,304061873.0,8899623930.0,4770806869.0,1038605230.0,1850453434.0,1961170514.0
600585,海螺水泥,2003,5695032562.0,739566563.0,2490246459.0,41010104.0,457166759.0,13333370200.0,7629532613.0,2389328619.0,2230610922.0,3305703943.0
600585,海螺水泥,2004,8384947489.0,1008826977.0,1429620242.0,43719650.0,865404673.0,16067170033.0,9428708447.0,2802188859.0,3006000000.0,5582758630.0
600585,海螺水泥,2005,10826214281.0,406892298.0,1523523177.0,207332286.0,964144149.0,19242026310.0,12387798914.0,2512084735.0,3573000000.0,8314129546.0
600585,海螺水泥,2006,16096056704.0,1518735774.0,3052730217.0,392639606.0,1272878616.0,22935880066.0,14066025140.0,4586632264.0,1708000000.0,11509424440.0
600585,海螺水泥,2007,18776097957.0,2494218617.0,2668807195.0,229507194.0,1562551885.0,31040609420.0,19492845449.0,5850392358.0,2479133436.0,12925705599.0
600585,海螺水泥,2008,24228268074.0,2607012335.0,5266374859.0,446538846.0,1870366227.0,42532122806.0,17263915962.0,6036611644.0,2268375685.0,18191656430.0
600585,海螺水泥,2009,24998006724.0,3544365174.0,7029351616.0,442496851.0,2172190986.0,47148497829.0,17845617679.0,7132603930.0,1705719775.0,17865402794.0
600585,海螺水泥,2010,34508281745.0,6171402826.0,6010307321.0,499484150.0,2493128042.0,60411852826.0,24780031228.0,11071611799.0,2030000000.0,23436669946.0
600585,海螺水泥,2011,48653808819.0,11589826905.0,10491812079.0,343469222.0,4378423731.0,84003416301.0,37161701410.0,19407983462.0,845800000.0,29245825357.0
600585,海螺水泥,2012,45766203362.0,6307587487.0,11508639351.0,230370381.0,4038537613.0,87523522857.0,36347432360.0,12704287126.0,995518713.0,33061916236.0
600585,海螺水泥,2013,55261676595.0,9380159306.0,15198545169.0,358861379.0,3692689510.0,93094479821.0,34329300204.0,18243594355.0,471937556.0,37018082240.0
600585,海螺水泥,2014,60758500923.0,10993022264.0,17654488609.0,333247400.0,4375976175.0,102253097283.0,32641856350.0,20494170937.0,272380116.0,40264329986.0
600585,海螺水泥,2015,50976036006.0,7516385018.0,9908174057.0,422052404.0,4238039415.0,105781391621.0,31869820913.0,14088180829.0,859871964.0,36887855177.0
600585,海螺水泥,2016,55931900959.0,8529916783.0,13196752191.0,654679046.0,4548533840.0,109514120965.0,29215349483.0,18161941981.0,1275213970.0,37769958978.0
600585,海螺水泥,2017,75310819763.0,15854670109.0,17363026840.0,1059713200.0,4705200427.0,122142584596.0,30178477236.0,26423089475.0,934810900.0,48887730288.0
600585,海螺水泥,2018,128402625696.0,29814284829.0,36058966899.0,1232637935.0,6022717523.0,149547352039.0,33129478712.0,47172594259.0,1376933268.0,81230031437.0
600585,海螺水泥,2019,157030328135.0,33592755201.0,40738204985.0,1273619922.0,5571522957.0,178777181536.0,36456732556.0,52270238049.0,2941698150.0,104760090086.0
600585,海螺水泥,2020,176294715308.0,35158224782.0,34822097573.0,1236399187.0,7001615145.0,201852917398.0,33237286113.0,50836627146.0,1982276038.0,125458088162.0
600585,海螺水泥,2021,167959692761.0,33267557457.0,33895232445.0,2377083287.0,9896171838.0,230555681501.0,38698557547.0,49774815477.0,3289753833.0,118184877284.0
600585,海螺水泥,2022,132021553710.0,15660749869.0,9649267916.0,5637337662.0,11678994640.0,243976422237.0,47982827505.0,28124383401.0,10037364015.0,103897170309.0
600585,海螺水泥,2023,141157206613.0,10427551650.0,20074155896.0,4445287639.0,10155441636.0,246356360411.0,48335063593.0,23411560955.0,4479559166.0,117745645658.0
600585,海螺水泥,2024,91029615303.0,7696117949.0,18476252523.0,3773192484.0,8108520343.0,254635243900.0,54257807200.0,19757566418.0,5748688099.0,71272048885.0
600585,海螺水泥,2025,82532050796.0,8113068470.0,16643907685.0,2930572668.0,7596948434.0,256036638721.0,52295371887.0,19943001066.0,4540763707.0,62589049730.0
