symbol,company_name,year,revenue,net_profit,operating_cash_flow,accounts_receivable,inventory,total_assets,total_liabilities,gross_profit,short_term_borrowing,_operating_cost
600438,通威股份,2000,353368590.03,25323113.55,,18274055.62,36921448.82,227769245.24,104095676.23,48174744.10999996,47400000.0,305193845.92
600438,通威股份,2001,507478349.02,51330831.27,,7084084.65,77051587.56,456151741.79,272559480.92,94269309.34999996,169800000.0,413209039.67
600438,通威股份,2002,1373792454.0,53319010.27,111783234.2,12075547.72,142556373.53,603723037.19,362216244.46,184426451.03,96600000.0,1189366002.97
600438,通威股份,2003,1698566610.33,43244214.73,-50858482.31,16018400.93,233500569.46,902775865.31,614879084.01,188358615.3599999,110000000.0,1510207994.97
600438,通威股份,2004,2628612486.95,69753406.65,246163546.89,10328178.7,244384045.27,1145311709.21,485609425.02,252031576.3599997,,2376580910.59
600438,通威股份,2005,3671353290.01,122690643.88,168023947.44,18115770.7,325800167.44,1427799252.49,684408691.48,391039146.98,191400000.0,3280314143.03
600438,通威股份,2006,4904927657.03,146640105.35,44894583.85,261580516.14,575738854.73,2348768764.99,1320423761.02,528401406.7699995,566730000.0,4376526250.26
600438,通威股份,2007,7565457282.64,172141243.92,394943051.09,338723737.43,667068563.45,4080394131.04,2712536418.08,722997417.3100004,1175107498.47,6842459865.33
600438,通威股份,2008,10302554183.12,103762362.59,506074996.25,423647610.84,532297071.45,5156778023.04,3663858683.3,895212369.5200005,1611286666.67,9407341813.6
600438,通威股份,2009,10378176902.34,146605896.22,264557055.6,433368140.17,1011848450.47,5611222584.83,3991887150.58,959838769.6399994,1788026777.88,9418338132.7
600438,通威股份,2010,9621581051.38,160788660.96,202603269.72,375036187.79,843591219.96,3682826443.25,2285570058.73,854523935.5,889868873.81,8767057115.88
600438,通威股份,2011,11601076421.99,83711448.76,305861476.12,303527684.95,948954277.54,3961532097.12,2516885801.3,850779535.3699989,942815401.51,10750296886.62
600438,通威股份,2012,13490785291.57,95968743.23,380095647.27,356819824.75,944211834.11,4541168761.12,3048787004.12,1145681503.7299995,950000000.0,12345103787.84
600438,通威股份,2013,15189859980.28,305870959.89,826505824.48,340373180.46,1041891632.39,5410526938.14,3121127029.66,1486976535.92,915193800.0,13702883444.36
600438,通威股份,2014,15408930605.22,329294934.05,579696886.54,384135667.23,1098329395.37,6179290698.88,3778696123.18,1747742626.4499989,1570190000.0,13661187978.77
600438,通威股份,2015,18773365067.89,736847463.19,1916313800.05,540216360.03,1043167489.91,15554371980.58,9662338144.11,2881777845.15,1876884970.24,15891587222.74
600438,通威股份,2016,20884048995.78,1024724401.61,2431633666.38,576193403.94,1379908752.42,21398651720.66,9597158363.1,3285603117.799999,2668242924.84,17598445877.98
600438,通威股份,2017,26092117772.18,2008493042.67,3026194524.79,790980356.94,1767707394.79,25550775080.25,11849161871.56,5066310881.139999,4012959344.57,21025806891.04
600438,通威股份,2018,27535170274.25,2018746008.65,3099620044.15,1165524887.93,1585861249.75,38483631552.68,23256993061.75,5208271872.98,5276189930.48,22326898401.27
600438,通威股份,2019,37555118255.7,2634568828.17,2357465207.68,1672241936.75,2415680873.2,46820950745.6,28732760510.78,7019117139.239998,3622853209.83,30536001116.46
600438,通威股份,2020,44200270334.23,3607923359.56,3024927931.94,1069352776.17,2773077527.98,64251948070.91,32708001760.72,7551865269.850006,2349154525.77,36648405064.38
600438,通威股份,2021,64829996083.91,8109125091.4,7474393433.33,2915527149.08,5682791568.04,87895197228.99,46593391984.0,16447166489.830002,1375230141.7,48382829594.08
600438,通威股份,2022,142422517994.99,25733777019.25,43817909631.7,4501362630.14,11002649108.38,145574988754.44998,72333483014.23,54362556815.76,87767124.22,88059961179.23
600438,通威股份,2023,139104062084.52,13573900132.37,30679303971.17,6987853078.62,7788385427.12,164363161459.66,90533776973.25,36389879316.65999,214016118.59,102714182767.86
600438,通威股份,2024,91994404333.54,-7038757392.54,1143735923.37,6706811085.16,12633286216.02,195916763061.99,137997611563.26,5877191208.809998,1878224418.52,86117213124.73
600438,通威股份,2025,84128281703.14,-9553425884.06,1379185344.61,6863715377.32,14880555929.26,187779256397.63,136391138210.41,2271875192.8899994,7702135271.21,81856406510.25
