symbol,company_name,year,revenue,net_profit,operating_cash_flow,accounts_receivable,inventory,total_assets,total_liabilities,gross_profit,short_term_borrowing,_operating_cost
600048,保利发展,2003,621318241.28,70025537.67,-569302161.66,31147503.86,1449199337.84,1854544520.03,1315960429.68,203675237.79999995,155000000.0,417643003.48
600048,保利发展,2004,1559072874.38,189091695.93,-1167005590.44,129017908.01,3000808950.72,4218468840.07,3433781400.49,509342513.45000017,608000000.0,1049730360.93
600048,保利发展,2005,2356418800.79,406846419.98,-836851826.86,156453716.29,6142515486.87,8015472064.6,6812406612.03,1002869098.25,354000000.0,1353549702.54
600048,保利发展,2006,4031212238.72,671455691.34,-4021864411.26,179452900.1,11264792237.36,16507888340.95,12489516308.33,1444081278.54,655000000.0,2587130960.18
600048,保利发展,2007,8115234888.95,1489088024.65,-9375802034.91,175251336.71,28084365256.05,40894664218.5,28060194964.49,3124135764.01,618109200.0,4991099124.94
600048,保利发展,2008,15519901076.27,2238861382.6,-7590472530.9,205546112.2,40195618482.32,53632162746.67,37959020487.15,6331670178.870001,70000000.0,9188230897.4
600048,保利发展,2009,22986607600.5,3519226528.73,-1144791232.46,467048570.72,60098919702.29,89830723861.34,62869175061.39,8462552429.940001,308019786.77,14524055170.56
600048,保利发展,2010,35894117625.86,4919983998.37,-22369895862.26,587179871.06,109898142220.58,152327972577.53,120307641793.6,12248634016.63,450000000.0,23645483609.23
600048,保利发展,2011,47036222186.18,6530945957.44,-7921907455.97,1057645022.59,152107443875.54,195014565272.62,152950155487.36,17499419595.79,2123400000.0,29536802590.39
600048,保利发展,2012,68905756710.27,8438233558.38,3092581274.99,1880283617.1,189643823082.97,251168617582.24,196389097098.44,24933674910.810005,1348000000.0,43972081799.46
600048,保利发展,2013,92355524195.85,10747161554.27,-9754106777.99,2331813449.76,239907295955.86,313939854320.52,244786678393.28,29700308976.340004,1370000000.0,62655215219.51
600048,保利发展,2014,109056497066.48,12200315103.96,-10458366565.0,3349567715.28,267192101934.69,365765643330.3501,284893358385.82,34933923761.55,3257400000.0,74122573304.93
600048,保利发展,2015,123428784172.05,12347579022.33,17784647744.43,3141762238.78,288265839946.06006,403833203006.96,306692819047.9,40975478450.96001,3100899970.0,82453305721.09
600048,保利发展,2016,154752138129.8,12421551064.86,34053957194.0,1611632098.69,303303584801.43,467996774750.41,349894827521.96,44871457935.49999,409000000.0,109880680194.3
600048,保利发展,2017,146623004012.02,15633557875.88,-29261417046.93,1855010484.26,439669164688.64,697634668511.42,539471456928.28,45490449003.40999,3066939222.76,101132555008.61
600048,保利发展,2018,194513842492.17,18903715264.07,11893321359.64,2005854498.31,474505085701.18005,846493923179.5802,659999567150.65,63175044219.37001,3011236462.89,131338798272.8
600048,保利发展,2019,235933564582.09,27959019793.11,39155315735.1,1845278032.0,584001435001.13,1033208719569.41,803686710991.5802,82483928309.81,3133473602.94,153449636272.28
600048,保利发展,2020,243109482718.25,28949509481.91,15155895317.89,2450315093.79,741475383722.2101,1251440993949.37,984741542951.4,79154522115.20001,4777011542.54,163954960603.05
600048,保利发展,2021,284933136294.19,27387836594.31,10551217228.46,3178646784.52,809656462722.72,1399933052852.64,1097018591449.5,76302372156.45001,4093562525.35,208630764137.74
600048,保利发展,2022,281016698161.88,18320161893.65,7422377090.4,4043629595.26,877893193302.2699,1471352973863.98,1149203861918.17,61788690305.47,1197338155.56,219228007856.41
600048,保利发展,2023,346828132945.99,12067156751.87,13930007542.3,3821376507.73,869508464155.03,1436911790321.09,1099885146100.3,55520113116.41998,5213223520.72,291308019829.57
600048,保利发展,2024,311666319879.13995,5001183340.24,6257310590.23,4932340665.81,798559419241.7,1335108015599.69,992578188447.38,43406503146.30997,4827319059.36,268259816732.83
600048,保利发展,2025,308144189553.44,1034698076.02,15189148652.37,7621995859.51,668174933886.58,1188916720042.74,858784767328.1,39287207593.98999,4722667407.79,268856981959.45
