symbol,company_name,year,revenue,net_profit,operating_cash_flow,accounts_receivable,inventory,total_assets,total_liabilities,gross_profit,short_term_borrowing,_operating_cost
002594,比亚迪,2002,2290898000.0,658303000.0,317761000.0,596408000.0,439059000.0,3201717000.0,569338000.0,956450000.0,,1334448000.0
002594,比亚迪,2003,4076006000.0,829997000.0,321443000.0,1400814000.0,870379000.0,5544029000.0,2144131000.0,1332682000.0,602659000.0,2743324000.0
002594,比亚迪,2004,6441869000.0,894096000.0,416389000.0,1797253000.0,1494243000.0,8627087000.0,4700168000.0,1721006000.0,2202183000.0,4720863000.0
002594,比亚迪,2005,6529023000.0,368639000.0,1361586000.0,1866190000.0,2231560000.0,10949220000.0,6954430000.0,1485238000.0,2453590000.0,5043785000.0
002594,比亚迪,2006,13098240000.0,1010190000.0,2501767000.0,2337940000.0,3156920000.0,16030800000.0,11015280000.0,2897500000.0,5010730000.0,10200740000.0
002594,比亚迪,2007,21496546000.0,1611711000.0,1910810000.0,4031652000.0,4548545000.0,29288491000.0,16878232000.0,4436483000.0,6828843000.0,17060063000.0
002594,比亚迪,2008,27727209000.0,1021249000.0,1788545000.0,2662844000.0,6912844000.0,32531760000.0,19194388000.0,5694910000.0,4134310000.0,22032299000.0
002594,比亚迪,2009,41113912000.0,3793576000.0,11981419000.0,4066723000.0,4405206000.0,40446081000.0,21418954000.0,9634150000.0,283801000.0,31479762000.0
002594,比亚迪,2010,48448416000.0,2523414000.0,3139385000.0,5396590000.0,6537852000.0,52963401000.0,31812325000.0,9274440000.0,9796422000.0,39173976000.0
002594,比亚迪,2011,48826919000.0,1384625000.0,5984526000.0,5487732000.0,6595797000.0,65624392000.0,41644256000.0,8388130000.0,10011122000.0,40438789000.0
002594,比亚迪,2012,46853774000.0,81377000.0,5555331000.0,6260279000.0,7344833000.0,68710488000.0,44566117000.0,6700710000.0,8417755000.0,40153064000.0
002594,比亚迪,2013,52863284000.0,553059000.0,2436169000.0,7687422000.0,8220552000.0,78014833000.0,53158392000.0,8117729000.0,12401503000.0,44745555000.0
002594,比亚迪,2014,58195878000.0,433525000.0,38069000.0,13751929000.0,9978317000.0,94008855000.0,65114418000.0,9051992000.0,12676440000.0,49143886000.0
002594,比亚迪,2015,80008968000.0,2823441000.0,3842094000.0,21519093000.0,15750550000.0,115485755000.0,79456514000.0,13495409000.0,19943800000.0,66513559000.0
002594,比亚迪,2016,103469997000.0,5052154000.0,-1845571000.0,41768002000.0,17378439000.0,145070778000.0,89661415000.0,21069097000.0,25009611000.0,82400900000.0
002594,比亚迪,2017,105914702000.0,4066478000.0,6578825000.0,51880681000.0,19872804000.0,178099430000.0,118141943000.0,20139220000.0,35774916000.0,85775482000.0
002594,比亚迪,2018,130054707000.0,2780194000.0,12522909000.0,49283534000.0,26330345000.0,194571077000.0,133877098000.0,21329364000.0,37788977000.0,108725343000.0
002594,比亚迪,2019,127738523000.0,1614450000.0,14741007000.0,43933795000.0,25571564000.0,195641593000.0,133040173000.0,20814235000.0,40332365000.0,106924288000.0
002594,比亚迪,2020,156597691000.0,4234267000.0,45392668000.0,41216427000.0,31396358000.0,201017321000.0,136563409000.0,30346311000.0,16400690000.0,126251380000.0
002594,比亚迪,2021,216142395000.0,3045188000.0,65466682000.0,36251280000.0,43354782000.0,295780147000.0,191535938000.0,28144706000.0,10204358000.0,187997689000.0
002594,比亚迪,2022,424060635000.0,16622448000.0,140837657000.0,38828494000.0,79107199000.0,493860646000.0,372470809000.0,72244955000.0,5153098000.0,351815680000.0
002594,比亚迪,2023,602315354000.0,30040811000.0,169725025000.0,61866019000.0,87676748000.0,679547670000.0,529085557000.0,111916409000.0,18323216000.0,490398945000.0
002594,比亚迪,2024,777102455000.0,40254346000.0,133453873000.0,62298988000.0,116036237000.0,783355855000.0,584667646000.0,151055839000.0,12103272000.0,626046616000.0
002594,比亚迪,2025,803964958000.0,32619022000.0,59135544000.0,37004685000.0,138420580000.0,883729883000.0,625190698000.0,142659797000.0,38484710000.0,661305161000.0
