symbol,company_name,year,revenue,net_profit,operating_cash_flow,accounts_receivable,inventory,total_assets,total_liabilities,gross_profit,short_term_borrowing,_operating_cost
600690,海尔智家,1990,535620013.0,39229672.0,,63612981.0,58317411.0,284084795.0,177013139.0,93159729.0,24111325.0,442460284.0
600690,海尔智家,1991,591049219.0,54724494.0,,13244747.0,90897645.0,257403353.0,137591085.0,120725223.0,23170000.0,470323996.0
600690,海尔智家,1992,588960795.0,59000833.0,,11113773.0,82453948.0,373117120.0,248937845.0,137034329.0,27170000.0,451926466.0
600690,海尔智家,1993,795387918.04,69514500.0,,18099823.38,106982417.12,743608205.1,175432126.71,183067145.55999997,53000000.0,612320772.48
600690,海尔智家,1994,926420150.0,96403910.0,,,97951930.0,806615080.0,142105280.0,,18000000.0,
600690,海尔智家,1995,1530501338.5,117310344.02,,61170508.22,184413755.4,976010778.92,320927676.46,233479657.4100001,36900000.0,1297021681.09
600690,海尔智家,1996,2644074669.04,178248721.56,,88197694.53,247602779.15,1312594297.78,372462901.46,450890767.5999999,58325710.0,2193183901.44
600690,海尔智家,1997,3826478494.57,244624596.9,,600767426.21,637600611.02,3377998124.32,1607554720.46,744611460.2000003,137937000.0,3081867034.37
600690,海尔智家,1998,3823372330.15,274146480.59,31875100.26,706924279.55,513842147.88,3450893999.82,1384301757.03,726698610.1800003,194670000.0,3096673719.97
600690,海尔智家,1999,3974274783.43,310638893.68,-63998793.14,662811125.89,539866698.85,3780550806.05,966339008.81,827266759.5899997,279490000.0,3147008023.84
600690,海尔智家,2000,4828378025.49,424089888.87,477725679.48,659519493.8,333553966.52,4035092736.54,827436106.69,880480272.4199996,164490000.0,3947897753.07
600690,海尔智家,2001,11441823199.86,617838607.39,701881581.41,857009051.99,615215309.41,6942405040.37,1615518251.08,1932980671.76,454200000.0,9508842528.1
600690,海尔智家,2002,11553520958.99,397059657.32,390670453.18,622821189.08,605817844.8,7324204699.04,1663812902.33,1495770358.789999,906800000.0,10057750600.2
600690,海尔智家,2003,11688374607.34,368952845.58,423546270.04,613149898.44,602001163.71,7372706301.48,1536871894.89,1716140926.9400003,645000000.0,9972233680.4
600690,海尔智家,2004,15299383414.82,369435583.36,738258023.16,958036998.78,851206917.96,7107063291.45,930323139.81,2022543189.8799992,,13276840224.94
600690,海尔智家,2005,16509455788.59,239126624.02,467953497.39,1012349400.42,878113672.61,6777497498.31,723092209.76,1942221146.0599997,7000000.0,14567234642.53
600690,海尔智家,2006,23214304406.67,556079081.86,1378182243.41,1746378921.54,1689792797.01,9884540584.22,3233123216.86,3732714242.119999,223000000.0,19481590164.55
600690,海尔智家,2007,29468645507.98,643632017.77,1278857488.17,578904134.74,2928666219.28,11188965146.13,4132836028.05,5600809256.779999,97000000.0,23867836251.2
600690,海尔智家,2008,30408039342.38,768178067.1,1317589569.61,794570479.88,1852917237.04,12230597777.64,4529540037.4,7032053273.850002,174700000.0,23375986068.53
600690,海尔智家,2009,44692003512.29,1383456268.35,5561025757.02,1978395309.66,2132003855.99,22702304452.92,12988774555.36,12393888400.580002,,32298115111.71
600690,海尔智家,2010,64694775664.95,2239980565.53,5956698682.53,2382918522.62,4087837068.57,31828768724.04,21445886593.58,14582599409.46,896136338.0,50112176255.49
600690,海尔智家,2011,73852551822.2,2690098351.14,6199975023.14,3090747300.64,5980872636.45,39783742739.43,28221139581.42,17423370855.28,1143766000.0,56429180966.92
600690,海尔智家,2012,79856597810.97,3269459401.22,5518791862.41,4196720339.9,7098645195.69,49688316696.42,34262177684.93,20152726992.99,1097959250.0,59703870817.98
600690,海尔智家,2013,86605646350.15,4174017416.61,6511435468.47,4326835846.6,6908912904.54,61092788947.7,41061927203.12,21945332599.41,1173869250.93,64660313750.74
