symbol,company_name,year,revenue,net_profit,operating_cash_flow,accounts_receivable,inventory,total_assets,total_liabilities,gross_profit,short_term_borrowing,_operating_cost
000333,美的集团,2004,20378128618.17,85229574.54,1498308395.86,1653850003.58,3840967335.52,12625078478.49,8590903147.55,3574393985.5999985,963340000.0,16803734632.57
000333,美的集团,2005,29544578256.06,182438783.33,2437805745.36,1930154780.6,4916896910.76,16124790918.16,11217903691.33,5139599201.09,2175971937.5,24404979054.97
000333,美的集团,2006,35190457861.69,641780964.98,2415555006.84,1971201284.07,6197575057.86,19400729172.67,13540119093.47,6339261140.730003,2131877856.63,28851196720.96
000333,美的集团,2007,47920570189.52,1438692072.76,2149740838.66,2282360527.45,9468560755.99,27421108056.97,18851455147.5,9367729731.379995,3305326971.9,38552840458.14
000333,美的集团,2008,63992087064.07,1496976702.89,4419600460.0,4046672301.34,7245763357.94,35898659436.71,24748516421.77,12081344446.379995,3611105182.04,51910742617.69
000333,美的集团,2009,68533849239.95,1611448449.92,3524105320.9,6927577030.5,10536815594.65,52065829973.51,35484688373.4,15476498681.409996,1897044345.9,53057350558.54
000333,美的集团,2010,110253261490.0,3745781000.0,4266940390.0,7424194920.0,20750493180.0,75679525290.0,52414238570.0,20028965760.0,5433358350.0,90224295730.0
000333,美的集团,2011,134045649270.0,3472650510.0,4106189460.0,10071286220.0,16343296120.0,92621863490.0,62446110160.0,25626893930.0,6053137380.0,108418755340.0
000333,美的集团,2012,102598110490.0,3259290950.0,8089566650.0,9864573620.0,13350000920.0,87736526980.0,54571041640.0,23149074550.0,5082087080.0,79449035940.0
000333,美的集团,2013,120975003140.0,5317458060.0,10054196410.0,7928438250.0,15197723840.0,96946024770.0,57865462490.0,28156940080.0,8872173980.0,92818063060.0
000333,美的集团,2014,141668175000.0,10502220000.0,24788512000.0,9362103000.0,15020030000.0,120292086000.0,74560632000.0,35998489000.0,6070879000.0,105669686000.0
000333,美的集团,2015,138441226000.0,12706725000.0,26764254000.0,10371718000.0,10448937000.0,128841935000.0,72810313000.0,35778408000.0,3920933000.0,102662818000.0
000333,美的集团,2016,159044041000.0,14684357000.0,26695009000.0,13454511000.0,15626897000.0,170600711000.0,101624015000.0,43428604000.0,3024426000.0,115615437000.0
000333,美的集团,2017,240712301000.0,17283689000.0,24442623000.0,17528717000.0,29444166000.0,248106858000.0,165181687000.0,60251749000.0,2584102000.0,180460552000.0
000333,美的集团,2018,259664820000.0,20230779000.0,27861080000.0,19390174000.0,29645018000.0,263701148000.0,171246631000.0,71500263000.0,870390000.0,188164557000.0
000333,美的集团,2019,278216017000.0,24211222000.0,38590404000.0,18663819000.0,32443399000.0,301955419000.0,194459322000.0,80302089000.0,5701838000.0,197913928000.0
000333,美的集团,2020,284221249000.0,27222969000.0,29557117000.0,22978363000.0,31076529000.0,360382603000.0,236145503000.0,67422836000.0,9943929000.0,216798413000.0
000333,美的集团,2021,341233208000.0,28573650000.0,35091704000.0,24636440000.0,45924439000.0,387946104000.0,253121028000.0,76707209000.0,5381623000.0,264525999000.0
000333,美的集团,2022,343917531000.0,29553507000.0,34657828000.0,28237973000.0,46044897000.0,422555267000.0,270631465000.0,83378830000.0,5169480000.0,260538701000.0
000333,美的集团,2023,372037280000.0,33719935000.0,57902611000.0,32884739000.0,47339255000.0,486038184000.0,311738535000.0,95627876000.0,8819176000.0,276409404000.0
000333,美的集团,2024,407149600000.0,38537237000.0,60511572000.0,35798974000.0,63339188000.0,604351853000.0,376684462000.0,107564665000.0,31008549000.0,299584935000.0
000333,美的集团,2025,456451731000.0,43945411000.0,53345930000.0,40450097000.0,64628834000.0,608791766000.0,372367543000.0,120462203000.0,43904550000.0,335989528000.0
